kcc_call_id,CreatedOn,state_name,DISTRICT,block,Sector,category,CROP,season,query_type,QueryText,kcc_answer
5065716,2025-07-25T07:13:27.897,TELANGANA,KAMAREDDY,Domakonda,NA,NA,NA,NA,,SUCKING PEST IN RIDGE GOURD MANAGEMENT,RECOMMENDED TO SPRAY  FIPRONIL  +IMIDACLOPRID (POLICE) 100 GRAMS/200 LITRES OF WATER /ACRE
5016839,2025-07-24T18:15:06.51,TELANGANA,NIRMAL,Kuntala,10702,Cereals,262,,NA (Not Applicable),????? ????????,Test
5016838,2025-07-24T16:48:44.403,TELANGANA,NIRMAL,Kuntala,10702,Cereals,262,NA,,????? ????????,टेस्ट सुरेंद्र
5016836,2025-07-24T12:44:06.693,TELANGANA,NIRMAL,Kuntala,10702,Cereals,262,NA,Abiotic Stress Management,,Test
5016837,2025-07-24T01:04:03.903,TELANGANA,NIRMAL,Kuntala,10702,Cereals,262,,,Test AB,Test
5016662,2025-07-23T20:58:48.243,TELANGANA,KAMAREDDY,7989,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.
5015378,2025-07-23T18:40:12.647,TELANGANA,KAMAREDDY,5435,AGRICULTURE,Cereals,Paddy (Dhan),,Weed Management,Weed management in broadcasted paddy field,
5015376,2025-07-23T18:35:55.983,TELANGANA,WARANGAL,8018,AGRICULTURE,Cereals,Paddy (Dhan),,Nutrient Management,NUTRIENT MANAGEMENT IN PADDY?,RECOMMENDED TO APPLY CHELAMIN ZINC-Dosage: Soil Application. 500 gms
5015375,2025-07-23T18:32:26.947,,WARANGAL,8018,AGRICULTURE,Cereals,Paddy (Dhan),NA,Nutrient Management,FARMER ASKED QUERY ON SWARNAPHALL DOSAGE IN PADDY CROP?,Use of Swarnphall soil will eradicate saline conditions of the soil completely. Application: 5 to 10 Kg/acre
,2025-07-23T17:51:56.273,TELANGANA,KAMAREDDY,5437,AGRICULTURE,Oilseeds,Soybean (bhat),,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.
5014759,2025-07-23T17:46:29.56,TELANGANA,,5674,,Fiber Crops,Cotton (Kapas),NA,Plant Protection,CATERPILLAR MANAGEMENT IN COTTON?,"RECOMMENDED TO SPRAY MONOCROTOPHOS (NUVACRON) 400 ML /200 LITRES OF WATER /ACRE 
మోనోక్రోటోపాస్  400  మిల్లి లీటర్లు  /ఒక ఎకరాకు పిచికారి చేయాలి"
5014760,2025-07-23T17:44:13.69,TELANGANA,WARANGAL,5674,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Nutrient Management,FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN COTTON,NPK 19-19-19  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (1KG PER ACRE.)+అగ్రోమింమాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి (3 GM / 1 LITER OF WATER)
5014754,2025-07-23T17:32:17.937,TELANGANA,NIRMAL,4681,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Weed Management,soybean weed management ;-,కలుపు మందు పిచికారీ చేసిన తరవాత 7  రోజుల లోపు  మందు పనితనం చూపుతుంది .
5014068,2025-07-23T17:20:49.063,TELANGANA,KAMAREDDY,5437,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5014070,2025-07-23T17:09:30.46,TELANGANA,WARANGAL RURAL,5700,HORTICULTURE,Condiments and Spices,1979,NA,Cultural Practices,Weed management in turmeric,"RECOMMENDED TO SPRAY PROPAQUIZAFOP (AGIL) 250 ML/200 LITRES OF WATER /ACRE
ప్రోపక్విజఫాప్ (అజిల్) 250 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
5013813,2025-07-23T17:05:01.49,TELANGANA,NIRMAL,4681,AGRICULTURE,Oilseeds,Soybean (bhat),,Plant Protection,,"RECOMMENDED TO SPRAY NOVALURAN (REMON) 300 ML /200 LITRES OF WATER / ACRE  
నొవాల్యురాన్ (రెమోన్)  300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
(OR)

క్లోరిపైరిఫాస్ 500 మి.లీ.  5 కిలోల తవుడు, అరకిలో బెల్లం సరిపడే నీటితో కలిపి చిన్న ఉండలుగా చేసి సాయంకాలం సమయంలో వెదజల్లాలి."
5013644,2025-07-23T17:01:36.563,TELANGANA,KAMAREDDY,null,AGRICULTURE,Oilseeds,Soybean (bhat),,,Fertilizer dose for soyabean,"Advised farmer to apply 30 kg urea and 15 kg potash per acre for soyabean
సోయాబీన్ కోసం ఎకరానికి 30 కిలోల యూరియా మరియు 15 కిలోల పొటాష్ వేయమని రైతుకు సలహా ఇచ్చారు."
5013814,2025-07-23T16:56:36.363,TELANGANA,NIRMAL,4681,AGRICULTURE,Oilseeds,,NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5013470,2025-07-23T16:45:07.913,TELANGANA,,null,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5013458,2025-07-23T16:35:56.363,TELANGANA,KAMAREDDY,5437,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5012976,2025-07-23T16:35:55.923,TELANGANA,WARANGAL RURAL,5696,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,,APHID CONTROL IN COTTON CROP,"RECOMMENDED TO SPRAY ACEPHATE (ARTHIN) 300 GRAMS/ 200 LITRES OF WATER / ACRE 
అసిపేట్ (ఆర్తిన్) 300 గ్రాములు / 200 లీటర్ల నీటికి కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
5012977,2025-07-23T16:32:29.3,TELANGANA,WARANGAL RURAL,5696,AGRICULTURE,,Others,NA,Weather,Farmer asked query on Weather,మీ ప్రాంతం లో వాతవర్ణం మబ్బులుగా ఉంటుంది. తెలిక పాటి నుండి మోస్తారు వర్షాలు పడే అవకాశం ఉంది.
5013467,2025-07-23T16:24:45.94,TELANGANA,KAMAREDDY,5429,AGRICULTURE,Millets,Maize (Makka),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5012799,2025-07-23T16:03:56.97,TELANGANA,NIRMAL,4661,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Nutrient Management,FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN SOYABEAN?,"RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE 5 GRAMS/ LITRE OF WATER 
NPK 19-19-19  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి"
5012800,2025-07-23T16:01:36.017,TELANGANA,NIRMAL,4661,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Weed Management,FARMER ASKED QUERY ON POST EMERGENCE WEED MANAGEMENT IN SOYABEAN?,"విత్తన 20, 25 రోజులప్పుడు గొర్రుతో అంతరకృషి చేయాలి"
5012798,,TELANGANA,NIRMAL,4661,AGRICULTURE,Others,Others,NA,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5012802,2025-07-23T15:57:48.06,TELANGANA,KAMAREDDY,5429,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Weather,Farmer asked query on Weather,మీ ప్రాంతం లో వాతవర్ణం మబ్బులుగా ఉంటుంది. తెలిక పాటి నుండి మోస్తారు వర్షాలు పడే అవకాశం ఉంది.
5012796,2025-07-23T15:50:16.827,TELANGANA,WARANGAL RURAL,5700,HORTICULTURE,Vegetables,Tomato,,Cultural Practices,POST EMERGENCE WEED MANAGEMENT IN TOMATO?,"ప్రోపక్విజఫాప్ (అజిల్) 250 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
(OR)
మెట్రిబూజెన్ (టాటామెట్రి, శంకర్)  200-250  గ్రాములు/200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
5012792,2025-07-23T15:36:22.07,TELANGANA,KAMAREDDY,5437,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.
5012116,2025-07-23T15:21:12.543,TELANGANA,,5437,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.
5012113,2025-07-23T15:05:24.06,TELANGANA,WARANGAL RURAL,5688,AGRICULTURE,Others,Others,,Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5012114,2025-07-23T15:05:04.53,TELANGANA,WARANGAL RURAL,5688,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.
5012112,2025-07-23T14:49:22.503,TELANGANA,KAMAREDDY,,AGRICULTURE,Oilseeds,Soybean (bhat),,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
,2025-07-23T14:17:49.683,TELANGANA,NIRMAL,4640,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది .జల్లులు నుండి మోస్తరు వర్షం పడే అవకాశం ఉంది
5009683,2025-07-23T13:21:02.223,TELANGANA,WARANGAL RURAL,8001,AGRICULTURE,Others,,,Water Management,,మీ  ప్రాంతం లో ఈ రోజు  వర్షం పడే  అవకాశం కలదు.
5010349,2025-07-23T13:20:11.107,TELANGANA,WARANGAL RURAL,8001,AGRICULTURE,Fiber Crops,Cotton (Kapas),,,market rate of cotton,"The current market rate for cotton in Telangana varies by location, but generally ranges from ₹7,176 to ₹7,521 per quintal, with an average price around ₹7,351 per quintal, according to KisanDeals and Commodity Online."
5010348,2025-07-23T13:19:27.143,TELANGANA,WARANGAL RURAL,8001,AGRICULTURE,Millets,Maize (Makka),,Market Information,market rate of maize,"The current market rate for maize in Telangana varies, but it generally ranges from ₹2150 to ₹2425 per quintal"
5010181,2025-07-23T12:57:34.987,TELANGANA,NIRMAL,4675,AGRICULTURE,Others,Others,,Government Schemes,pm kisan samman nidhi installment issue,contact your mandal agriculture officer for more details-SARANGAPUR-8977751920
5009051,2025-07-23T12:07:25.77,TELANGANA,WARANGAL,5675,AGRICULTURE,Cereals,Paddy (Dhan),NA,Varieties,PADDY VARIETIES,"MTU-1010, JGL-24423, KNM-118, JGL18047"
5009050,2025-07-23T12:04:46.243,TELANGANA,WARANGAL,5675,AGRICULTURE,Cereals,Paddy (Dhan),NA,Fertilizer Use and Availability,FERTILIZER RECOMMENDATION IN PADDY,"RECOMMENDED TO APPLY DAP 50 KG/ACRE, POTASH 20 KG/ACRE"
5008888,2025-07-23T11:45:02.517,TELANGANA,WARANGAL,5674,,Others,Others,NA,Government Schemes,FARMER ASKED QUERY ABOUT FARMER ID REGISTRATION INFO,"--మండల వ్యవసాయ అధికారిని సంప్రదించండి.
	HASANPARTHY	A.O: 8977744969
	KHILA WARANGAL A.O: 8977756335"
5007576,2025-07-23T10:30:15.65,,NIRMAL,4681,HORTICULTURE,Condiments and Spices,1979,,"Water Management, Micro Irrigation",Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.
5006932,2025-07-23T10:03:41.67,TELANGANA,WARANGAL RURAL,7939,AGRICULTURE,Others,Others,NA,Government Schemes,FARMER ASKED QUERY ON PM KISAN NEW REGISTRATION,PLEASE CONTACT YOUR MANDAL AGRICULTURE OFFICER FOR PM KISAN NEW REGISTRATION
5006933,2025-07-23T10:02:08.523,TELANGANA,WARANGAL RURAL,7939,AGRICULTURE,Others,Others,,Government Schemes,FARMER ASKED QUERY ON RELEASE OF 19th INSTALMENT OF  PM KISAN SAMMAN NIDHI?,"--
PM KISAN 20th INSTALLMENT WILL BE RELEASED BY THE GOVERNMENT OF INDIA IN JULY,, 2025"
5005639,2025-07-23T09:05:57.823,TELANGANA,WARANGAL,4997,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Water Management,Farmer asked query on Weather,మీ  ప్రాంతం లో ఈ రోజు  వర్షం పడే  అవకాశం కలదు.
5005010,2025-07-23T08:07:25.813,TELANGANA,NIRMAL,4681,,Millets,Maize (Makka),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం కలదు.
5004585,2025-07-23T07:23:15.747,TELANGANA,WARANGAL,4997,AGRICULTURE,Cereals,,NA,,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది."
5004393,2025-07-23T07:08:13.247,TELANGANA,WARANGAL RURAL,5700,AGRICULTURE,Cereals,Paddy (Dhan),NA,Weed Management,WEED MANAGEMENT IN PADDY POST EMERGENCE,సైహలోఫోప్ పి - బ్యూటైల్ (క్లించర్) 300  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
5004394,2025-07-23T07:00:50.8,TELANGANA,WARANGAL RURAL,5700,AGRICULTURE,Cereals,Paddy (Dhan),NA,Weed Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.
5004352,2025-07-23T06:46:03.76,TELANGANA,NIRMAL,4640,AGRICULTURE,Others,Others,NA,Weather,Farmer asked query on Weather,మీ  ప్రాంతం లో ఈ రోజు  వర్షం పడే  అవకాశం కలదు.
5003635,2025-07-22T19:36:19.55,TELANGANA,NIRMAL,BHAINSA,AGRICULTURE,Fiber Crops,,,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు నుంచి  మోస్తరు వర్షాలు కురిసే అవకాశం ఉంది
5002973,2025-07-22T19:21:05.98,TELANGANA,WARANGAL,HANAMKONDA,AGRICULTURE,Cereals,Paddy (Dhan),,Weather,Farmer asked query on Weather,
5002315,2025-07-22T17:49:50.837,TELANGANA,WARANGAL RURAL,DUGGONDI,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),NA,Plant Protection,FARMER ASKED QUERY ABOUT APHID MANAGEMENT IN GREEN GRAM,"RECOMMENDED TO SPRAY ACETAMIPRID (PRIDE) 40 GRAMS  /200 LITRES OF WATER /ACRE 
అసిటామిప్రైడ్ (ప్రైడ్) 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి("
5001672,2025-07-22T17:44:47.22,TELANGANA,WARANGAL RURAL,DUGGONDI,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),NA,Weed Management,FARMER ASKED QUERY ABOUT WEED MANAGEMENT IN GREENGRAM,హెర్బిసైడ్ స్ప్రే కంటే గ్రీన్‌గ్రామ్‌లోని ఈ దశలో చేతితో కలుపు తీయడం సిఫార్సు చేయబడింది.
5001679,2025-07-22T17:36:37.14,TELANGANA,WARANGAL RURAL,DUGGONDI,AGRICULTURE,Millets,Maize (Makka),,Plant Protection,maize stem borer management ;-,25-30 రోజుల పైరులో కార్బోప్యూరాన్ 3 జి గుళికలను ఎకరానికి 3 కిలోలు ఆకుల సుడులలో వేయాలి.
5001681,2025-07-22T17:18:55.53,TELANGANA,WARANGAL RURAL,NEKKONDA,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Plant Protection,,"RECOMENDED TO SPRAY ACETAMIPRID(PRIDE)   40 GRAMS  /200 LITRES OF WATER /ACRE 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ."
5001683,2025-07-22T17:05:46.25,TELANGANA,WARANGAL RURAL,NEKKONDA,AGRICULTURE,Cereals,Paddy (Dhan),NA,Weed Management,QUERY ON WEED MANAGEMENT IN PADDY,"RECOMMENDED TO USE PRETILACHLOR 500 ML PER ACRE
ప్రిటిలాక్లోర్ (రీఫిట్) 500  మిల్లి లీటర్లు  /20 కిలోల ఇసుకకు  కలిపి 1 ఎకరాలో చల్లుకోవాలి"
5001684,2025-07-22T17:05:07.45,TELANGANA,WARANGAL RURAL,NEKKONDA,AGRICULTURE,Cereals,Paddy (Dhan),,Fertilizer Use and Availability,QUERY ON FERTILIZER APPLICATION IN PADDY,RECOMMENDED TO APPLY 50 KG DAP + 25 - 30 KG UREA + 15 KG POTASH PER ACRE
5000998,2025-07-22T16:38:30.39,TELANGANA,WARANGAL,INAVOLU,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Fertilizer Use and Availability,FARMER ASKED QUERY ABOUT FERTILIZER MANAGEMENT IN COTTON,"పై పాటుగా వేయు నత్రజని, పొటాష్ లను యూరియా మరియు మ్యూరేట్ ఆఫ్ పోటాష్ రూపంలో అందించాలి. ఎరకాకు రకాలకైతే ప్రతీసారి 25 కీలోల యూరియా మరియు 10 కిలోల మ్యూరేట్ ఆఫ్ పోటాష్ లను 3 సార్లు – 36,60,90 రోజులలో, హైబ్రిడ్లకయితే అదే మొతాదులో 20,40,60,80 రోజులకు అందించాలి."
5000999,2025-07-22T16:36:52.357,TELANGANA,WARANGAL,INAVOLU,AGRICULTURE,Fiber Crops,Cotton (Kapas),,Plant Protection,FARMER ASKED QUERY ABOUT SUCKING PEST MANAGEMENT IN COTTON,"RECOMMENDED TO SPRAY ACETAMIPRID (PRIDE) 40 GRAMS  /200 LITRES OF WATER /ACRE 
అసిటామిప్రైడ్ (ప్రైడ్) 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి(Aphid,Jassid,Whitefly,Thrips,Bph) 

                                                                          OR

RECOMMENDED TO SPRAY IMIDACLOPRID (CONFIDOR) 60 ML /200 LITRES OF WATER / ACRE       
ఇమిడాక్లోప్రిడ్  60 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
5001007,2025-07-22T16:30:12.87,TELANGANA,NIRMAL,KUBEER,AGRICULTURE,Oilseeds,Soybean (bhat),NA,Water Management,Farmer asked query on Weather,"A THUNDERSTORM IS LIKELY TO TAKE PLACE IN YOUR AREA
మీ  ప్రాంతంలో ఈరోజు  ఉరుములతో కూడిన వర్షం పడే అవకాశం కలదు."
5000355,2025-07-22T16:03:44.72,TELANGANA,WARANGAL RURAL,WARDHANNA PET,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.
4999705,2025-07-22T15:35:31.61,TELANGANA,NIRMAL,BHAINSA,AGRICULTURE,Cereals,Paddy (Dhan),,Cultural Practices,farmer asked query about on Transplanting time of paddy?,- సాధారణంగా 25 రోజుల వయస్సు గల  నారుని  నాటాలి.
4999706,2025-07-22T15:26:50.54,,NIRMAL,BHAINSA,HORTICULTURE,Vegetables,,NA,Cultural Practices,farmer asked query about on weed management in brinjal?,"నాటిన 25, 30 రోజులప్పడు గొర్రు లేదా గుంటకతో అంతరకృషి చేయాలి. పైపాటు ఎరువులు వేసే ప్రతిసారి గొప్పత్రవ్వి బోదెలు సరిచేస్తే పంట బాగా పెరుగుతుంది."
4997988,2025-07-22T13:55:33.253,TELANGANA,WARANGAL RURAL,SHAYAMPET,AGRICULTURE,Millets,Maize (Makka),,Market Information,FARMER ASKED QUERY ABOUT MARKET INFORMATION OF MAIZE?,"NAWABPET	MAIZE	Min Price 2,161	Modal Price 2,161	Max Price 2,161 PER QUINTAL"
4997989,2025-07-22T13:54:03.023,TELANGANA,WARANGAL RURAL,SHAYAMPET,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Market Information,FARMER ASKED QUERY ABOUT MARKET INFORMATION OF COTTON?,"MAHABUBABAD	COTTON	Min Price 5,015	Modal Price 7,019	Max Price 7,037 PER QUINTAL"
4997990,2025-07-22T13:52:33.04,TELANGANA,WARANGAL RURAL,SHAYAMPET,AGRICULTURE,Others,Others,,,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. జల్లులు నుండి మోస్తారు వర్షం  పడే అవకాశం ఉంది.
4998427,2025-07-22T13:44:57.043,TELANGANA,NIRMAL,SARANGAPUR,HORTICULTURE,Vegetables,Chillies,,Nutrient Management,FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN CHILLI NURSERY ?,RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 5 GRAMS/1 LITER OF WATER  పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి పిచికారీ చేయండి  + RECOMMENDED TO SPRAY AGROMINIMAX 3 GRAMS/ 1LITER OF WATER అగ్రోమింమాక్స్ 3 గ్రాములు 1 లీటర్ నీటికి కలిపి పిచికారీ చేయాలి
4998428,2025-07-22T13:43:23.16,TELANGANA,NIRMAL,SARANGAPUR,HORTICULTURE,Vegetables,Chillies,NA,Plant Protection,FARMER ASKED QUERY ABOUT DAMPING OFF AND LEAF SPOT PREVENTION IN  CHILLI NURSERY?,"RECOMMENDED TO DRENCH AND SPRAY  COPPER OXYCHLORIDE  (BLITOX) 3 GRAMS / 1 LITRE OF WATER  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి AND 
నారుమడి మొత్తం తడిచే  లాగా కూడా  పిచికారి చేయండి"
4997163,2025-07-22T12:31:36.147,TELANGANA,NIRMAL,MUDHOLE,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.తేలిక పాటి నుండి ఒక మోస్తారుగా వర్షం పడే అవకాశం ఉంది.
4996531,2025-07-22T12:14:22.05,TELANGANA,NIRMAL,BHAINSA,,Oilseeds,Soybean (bhat),NA,Water Management,Farmer asked query on Weather,"మీ ప్రాంతం లో ఈ రోజు వాతావరణం మబ్బులుగా ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
4995864,2025-07-22T11:34:52.197,TELANGANA,NIRMAL,KUBEER,AGRICULTURE,Oilseeds,Soybean (bhat),,Water Management,Farmer asked query on Weather,మీ  ప్రాంతం లో ఈ రోజు  వర్షం పడే  అవకాశం కలదు.
4995873,2025-07-22T11:21:46.957,TELANGANA,WARANGAL RURAL,SHAYAMPET,AGRICULTURE,Others,Others,NA,Government Schemes,FARMER ASKED QUERY ABOUT PM KISAN SAMMAN NIDHI SCHEME ELIGIBILITY?,"PM కిసాన్ మార్గదర్శకాల ప్రకారం, రైతు 2018 నుండి 2019 ఫిబ్రవరిలో పట్టా పాస్బుక్ వచ్చినవాళ్లకు మాత్రమే పీఎం కిసాన్ స్కీం వర్తించనుంది."
4994720,2025-07-22T11:09:05.28,TELANGANA,NIRMAL,BHAINSA,AGRICULTURE,Cereals,Paddy (Dhan),NA,Cultural Practices,Farmer asked query on Weather,"మీ ప్రాంతం లో ఈ రోజు వాతావరణం మబ్బులుగా ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
4993885,2025-07-22T10:09:18.657,,WARANGAL RURAL,SANGAM,AGRICULTURE,Cereals,Paddy (Dhan),NA,Cultural Practices,Farmer asked query on Weather,"మీ ప్రాంతం లో ఈ రోజు వాతావరణం మబ్బులుగా ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది."
4993894,2025-07-22T10:07:19.213,TELANGANA,NIRMAL,KUBEER,AGRICULTURE,Oilseeds,Soybean (bhat),,Water Management,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.
4993898,2025-07-22T09:54:43.163,TELANGANA,WARANGAL RURAL,NEKKONDA,,Fiber Crops,Cotton (Kapas),,Weed Management,FARMER ASKED QUERY ABOUT HOW MANY HOURS ARE  NEEDED  TO AVOID RAIN AFTER SPRAYING OF HERBICIDE IN COTTON ?,"కలుపు మందు పిచికారీ చేసిన 6 గంటల వరకు వర్షం పడకూడదు. 6 గంటలు కంటే ముందుగా వర్షం పడితే ఆ కలుపు మందు సరిగా పనిచేయదు, 6 గంటల తర్వాత వర్షం పడితే ఆ మందు  సమర్థవంతంగా పనిచేస్తుంది."
4993895,2025-07-22T09:53:25.553,,,NEKKONDA,AGRICULTURE,Fiber Crops,Cotton (Kapas),NA,Weed Management,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.తుంపర, జల్లులు, తేలిక పాటిగా వర్షం పడే అవకాశం ఉంది."
4993897,2025-07-22T09:52:51.35,TELANGANA,,NEKKONDA,,Fiber Crops,Cotton (Kapas),NA,Weed Management,Farmer asked query about uses and dosage of  Hakama Quizalofop Ethyl 5% EC Herbicide in cotton ?,"Descriptions

Technical Name: Quizalofop Ethyl 5% EC

Hakama Herbicide is a specialized post-emergence herbicide that effectively targets narrow leaf weeds in broadleaf crops. It provides robust control against tough perennial weeds with excellent translocation properties and rapid rain-fastness.

Mode of Action:

Selective herbicide that inhibits lipid synthesis, disrupting cell membrane formation in target weeds.

Benefits:

Effective control of narrow leaf weeds, including Echinochloa colonum and Eleusine indica.

Rapid action and rain-fasting within 1 hour of application.

Enhances crop health and yield by minimizing weed competition.

Crops: soybean, cotton, groundnut, onion, garlic, black and green gram, mentha (peppermint), vegetables, jute, oilseeds, turmeric, coriander, tea, and more.

Dosage:

Annual Grasses: Apply 300 - 400 ML Per Acre.(22.5-30 ml / 15 liters of water) 

Perennial Grasses: Apply 500 - 600 ML Per Acre.(37- 45 ML / 15 LITERS OF WATER )"
